Dist Code,Year,State Code,State Name,Dist Name,Crop,Area_ha,Yield_kg_per_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Total_N_kg,Total_P_kg,Total_K_kg,Temperature_C,Humidity_%,pH,Rainfall_mm,Wind_Speed_m_s,Solar_Radiation_MJ_m2_day
44,1990,1,Andhra Pradesh,Srikakulam,cotton,50,444.44,11.99988,5.33328,11.99988,599.994,266.664,599.994,28,65,6,700,3,22
44,1991,1,Andhra Pradesh,Srikakulam,rice,278300,2321.49,58.03725,27.85788,51.07278,16151766.67,7752848.004,14213554.67,25,80,6.5,1200,2,18
44,1991,1,Andhra Pradesh,Srikakulam,maize,270,2150.94,58.07538,25.81128,36.56598,15680.3526,6969.0456,9872.8146,22,70,6,800,2.5,20
44,1991,1,Andhra Pradesh,Srikakulam,chickpea,80,733.33,13.19994,7.3333,13.19994,1055.9952,586.664,1055.9952,20,60,6.5,600,1.5,16
44,1991,1,Andhra Pradesh,Srikakulam,cotton,50,555.56,15.00012,6.66672,15.00012,750.006,333.336,750.006,28,65,6,700,3,22
44,1992,1,Andhra Pradesh,Srikakulam,rice,282080,2231.16,55.779,26.77392,49.08552,15734140.32,7552387.354,13846043.48,25,80,6.5,1200,2,18
44,1992,1,Andhra Pradesh,Srikakulam,maize,460,2703.3,72.9891,32.4396,45.9561,33574.986,14922.216,21139.806,22,70,6,800,2.5,20
44,1992,1,Andhra Pradesh,Srikakulam,chickpea,50,800,14.4,8,14.4,720,400,720,20,60,6.5,600,1.5,16
44,1992,1,Andhra Pradesh,Srikakulam,cotton,70,357.14,9.64278,4.28568,9.64278,674.9946,299.9976,674.9946,28,65,6,700,3,22
44,1993,1,Andhra Pradesh,Srikakulam,rice,248500,1977.87,49.44675,23.73444,43.51314,12287517.37,5898008.34,10813015.29,25,80,6.5,1200,2,18
44,1994,1,Andhra Pradesh,Srikakulam,rice,272000,1871.32,46.783,22.45584,41.16904,12724976,6107988.48,11197978.88,25,80,6.5,1200,2,18
44,1994,1,Andhra Pradesh,Srikakulam,cotton,500,680,18.36,8.16,18.36,9180,4080,9180,28,65,6,700,3,22
44,1995,1,Andhra Pradesh,Srikakulam,rice,290000,1996.55,49.91375,23.9586,43.9241,14474987.5,6947994,12737989,25,80,6.5,1200,2,18
44,1995,1,Andhra Pradesh,Srikakulam,maize,500,3000,81,36,51,40500,18000,25500,22,70,6,800,2.5,20
44,1995,1,Andhra Pradesh,Srikakulam,cotton,2000,340,9.18,4.08,9.18,18360,8160,18360,28,65,6,700,3,22
44,1996,1,Andhra Pradesh,Srikakulam,rice,250000,1922,48.05,23.064,42.284,12012500,5766000,10571000,25,80,6.5,1200,2,18
44,1996,1,Andhra Pradesh,Srikakulam,maize,1000,3000,81,36,51,81000,36000,51000,22,70,6,800,2.5,20
44,1996,1,Andhra Pradesh,Srikakulam,cotton,2500,374,10.098,4.488,10.098,25245,11220,25245,28,65,6,700,3,22
44,1997,1,Andhra Pradesh,Srikakulam,rice,252500,1483.17,37.07925,17.79804,32.62974,9362510.625,4494005.1,8239009.35,25,80,6.5,1200,2,18
44,1997,1,Andhra Pradesh,Srikakulam,maize,1000,4000,108,48,68,108000,48000,68000,22,70,6,800,2.5,20
44,1997,1,Andhra Pradesh,Srikakulam,cotton,3000,396.67,10.71009,4.76004,10.71009,32130.27,14280.12,32130.27,28,65,6,700,3,22
44,1998,1,Andhra Pradesh,Srikakulam,rice,264000,2017.05,50.42625,24.2046,44.3751,13312530,6390014.4,11715026.4,25,80,6.5,1200,2,18
44,1998,1,Andhra Pradesh,Srikakulam,maize,1500,4000,108,48,68,162000,72000,102000,22,70,6,800,2.5,20
44,1998,1,Andhra Pradesh,Srikakulam,cotton,8500,140,3.78,1.68,3.78,32130,14280,32130,28,65,6,700,3,22
44,1999,1,Andhra Pradesh,Srikakulam,rice,257810,1777.57,44.43925,21.33084,39.10654,11456883.04,5499303.86,10082057.08,25,80,6.5,1200,2,18
44,1999,1,Andhra Pradesh,Srikakulam,maize,1890,4034.48,108.93096,48.41376,68.58616,205879.5144,91502.0064,129627.8424,22,70,6,800,2.5,20
44,1999,1,Andhra Pradesh,Srikakulam,chickpea,50,1100,19.8,11,19.8,990,550,990,20,60,6.5,600,1.5,16
44,1999,1,Andhra Pradesh,Srikakulam,cotton,6940,281.5,7.6005,3.378,7.6005,52747.47,23443.32,52747.47,28,65,6,700,3,22
44,2000,1,Andhra Pradesh,Srikakulam,rice,274600,1862.16,46.554,22.34592,40.96752,12783728.4,6136189.632,11249680.99,25,80,6.5,1200,2,18
44,2000,1,Andhra Pradesh,Srikakulam,maize,1890,3949.87,106.64649,47.39844,67.14779,201561.8661,89583.0516,126909.3231,22,70,6,800,2.5,20
44,2000,1,Andhra Pradesh,Srikakulam,chickpea,40,2428.57,43.71426,24.2857,43.71426,1748.5704,971.428,1748.5704,20,60,6.5,600,1.5,16
44,2000,1,Andhra Pradesh,Srikakulam,cotton,6770,321.03,8.66781,3.85236,8.66781,58681.0737,26080.4772,58681.0737,28,65,6,700,3,22
44,2001,1,Andhra Pradesh,Srikakulam,rice,235440,2132.62,53.3155,25.59144,46.91764,12552601.32,6025248.634,11046289.16,25,80,6.5,1200,2,18
44,2001,1,Andhra Pradesh,Srikakulam,maize,2770,5142.86,138.85722,61.71432,87.42862,384634.4994,170948.6664,242177.2774,22,70,6,800,2.5,20
44,2001,1,Andhra Pradesh,Srikakulam,chickpea,30,1833.33,32.99994,18.3333,32.99994,989.9982,549.999,989.9982,20,60,6.5,600,1.5,16
44,2001,1,Andhra Pradesh,Srikakulam,cotton,9540,444.44,11.99988,5.33328,11.99988,114478.8552,50879.4912,114478.8552,28,65,6,700,3,22
44,2002,1,Andhra Pradesh,Srikakulam,rice,201500,1630.27,40.75675,19.56324,35.86594,8212485.125,3941992.86,7226986.91,25,80,6.5,1200,2,18
44,2002,1,Andhra Pradesh,Srikakulam,maize,3000,5000,135,60,85,405000,180000,255000,22,70,6,800,2.5,20
44,2002,1,Andhra Pradesh,Srikakulam,cotton,8000,297.5,8.0325,3.57,8.0325,64260,28560,64260,28,65,6,700,3,22
44,2003,1,Andhra Pradesh,Srikakulam,rice,246960,2210.18,55.2545,26.52216,48.62396,13645651.32,6549912.634,12008173.16,25,80,6.5,1200,2,18
44,2003,1,Andhra Pradesh,Srikakulam,maize,7830,3637.29,98.20683,43.64748,61.83393,768959.4789,341759.7684,484159.6719,22,70,6,800,2.5,20
44,2003,1,Andhra Pradesh,Srikakulam,chickpea,90,1777.78,32.00004,17.7778,32.00004,2880.0036,1600.002,2880.0036,20,60,6.5,600,1.5,16
44,2003,1,Andhra Pradesh,Srikakulam,cotton,11440,275.23,7.43121,3.30276,7.43121,85013.0424,37783.5744,85013.0424,28,65,6,700,3,22
44,2004,1,Andhra Pradesh,Srikakulam,rice,256780,2344.28,58.607,28.13136,51.57416,15049105.46,7223570.621,13243212.8,25,80,6.5,1200,2,18
44,2004,1,Andhra Pradesh,Srikakulam,maize,6180,4313.92,116.47584,51.76704,73.33664,719820.6912,319920.3072,453220.4352,22,70,6,800,2.5,20
44,2004,1,Andhra Pradesh,Srikakulam,chickpea,50,1500,27,15,27,1350,750,1350,20,60,6.5,600,1.5,16
44,2004,1,Andhra Pradesh,Srikakulam,cotton,14010,321.44,8.67888,3.85728,8.67888,121591.1088,54040.4928,121591.1088,28,65,6,700,3,22
44,2005,1,Andhra Pradesh,Srikakulam,rice,206800,1701.41,42.53525,20.41692,37.43102,8796289.7,4222219.056,7740734.936,25,80,6.5,1200,2,18
44,2005,1,Andhra Pradesh,Srikakulam,maize,7110,4466.24,120.58848,53.59488,75.92608,857384.0928,381059.5968,539834.4288,22,70,6,800,2.5,20
44,2005,1,Andhra Pradesh,Srikakulam,chickpea,50,2000,36,20,36,1800,1000,1800,20,60,6.5,600,1.5,16
44,2005,1,Andhra Pradesh,Srikakulam,cotton,11530,197.66,5.33682,2.37192,5.33682,61533.5346,27348.2376,61533.5346,28,65,6,700,3,22
44,2006,1,Andhra Pradesh,Srikakulam,rice,256640,2496.33,62.40825,29.95596,54.91926,16016453.28,7687897.574,14094478.89,25,80,6.5,1200,2,18
44,2006,1,Andhra Pradesh,Srikakulam,maize,8810,3900.06,105.30162,46.80072,66.30102,927707.2722,412314.3432,584111.9862,22,70,6,800,2.5,20
44,2006,1,Andhra Pradesh,Srikakulam,chickpea,110,1809.52,32.57136,18.0952,32.57136,3582.8496,1990.472,3582.8496,20,60,6.5,600,1.5,16
44,2006,1,Andhra Pradesh,Srikakulam,cotton,7290,259.95,7.01865,3.1194,7.01865,51165.9585,22740.426,51165.9585,28,65,6,700,3,22
44,2007,1,Andhra Pradesh,Srikakulam,rice,266550,3014.59,75.36475,36.17508,66.32098,20088474.11,9642467.574,17677857.22,25,80,6.5,1200,2,18
44,2007,1,Andhra Pradesh,Srikakulam,maize,8400,4817.37,130.06899,57.80844,81.89529,1092579.516,485590.896,687920.436,22,70,6,800,2.5,20
44,2007,1,Andhra Pradesh,Srikakulam,chickpea,70,1200,21.6,12,21.6,1512,840,1512,20,60,6.5,600,1.5,16
44,2007,1,Andhra Pradesh,Srikakulam,cotton,5310,338.98,9.15246,4.06776,9.15246,48599.5626,21599.8056,48599.5626,28,65,6,700,3,22
44,2008,1,Andhra Pradesh,Srikakulam,rice,271170,2104.12,52.603,25.24944,46.29064,14264355.51,6846890.645,12552632.85,25,80,6.5,1200,2,18
44,2008,1,Andhra Pradesh,Srikakulam,maize,11200,4322.62,116.71074,51.87144,73.48454,1307160.288,580960.128,823026.848,22,70,6,800,2.5,20
44,2008,1,Andhra Pradesh,Srikakulam,chickpea,120,1720,30.96,17.2,30.96,3715.2,2064,3715.2,20,60,6.5,600,1.5,16
44,2008,1,Andhra Pradesh,Srikakulam,cotton,5200,315.38,8.51526,3.78456,8.51526,44279.352,19679.712,44279.352,28,65,6,700,3,22
44,2009,1,Andhra Pradesh,Srikakulam,rice,233890,2128.29,53.20725,25.53948,46.82238,12444643.7,5973428.977,10951286.46,25,80,6.5,1200,2,18
44,2009,1,Andhra Pradesh,Srikakulam,maize,13560,4437.48,119.81196,53.24976,75.43716,1624650.178,722066.7456,1022927.89,22,70,6,800,2.5,20
44,2009,1,Andhra Pradesh,Srikakulam,chickpea,140,1607.14,28.92852,16.0714,28.92852,4049.9928,2249.996,4049.9928,20,60,6.5,600,1.5,16
44,2009,1,Andhra Pradesh,Srikakulam,cotton,5660,347.48,9.38196,4.16976,9.38196,53101.8936,23600.8416,53101.8936,28,65,6,700,3,22
44,2010,1,Andhra Pradesh,Srikakulam,rice,279720,1282.12,32.053,15.38544,28.20664,8965865.16,4303615.277,7889961.341,25,80,6.5,1200,2,18
44,2010,1,Andhra Pradesh,Srikakulam,maize,16880,5001.18,135.03186,60.01416,85.02006,2279337.797,1013039.021,1435138.613,22,70,6,800,2.5,20
44,2010,1,Andhra Pradesh,Srikakulam,chickpea,110,1727.27,31.09086,17.2727,31.09086,3419.9946,1899.997,3419.9946,20,60,6.5,600,1.5,16
44,2010,1,Andhra Pradesh,Srikakulam,cotton,8700,236.78,6.39306,2.84136,6.39306,55619.622,24719.832,55619.622,28,65,6,700,3,22
44,2011,1,Andhra Pradesh,Srikakulam,rice,272700,1971.75,49.29375,23.661,43.3785,13442405.62,6452354.7,11829316.95,25,80,6.5,1200,2,18
44,2011,1,Andhra Pradesh,Srikakulam,maize,21730,5043.26,136.16802,60.51912,85.73542,2958931.075,1315080.478,1863030.677,22,70,6,800,2.5,20
44,2011,1,Andhra Pradesh,Srikakulam,chickpea,130,1520,27.36,15.2,27.36,3556.8,1976,3556.8,20,60,6.5,600,1.5,16
44,2011,1,Andhra Pradesh,Srikakulam,cotton,11430,295.15,7.96905,3.5418,7.96905,91086.2415,40482.774,91086.2415,28,65,6,700,3,22
44,2012,1,Andhra Pradesh,Srikakulam,rice,271630,2537.01,63.42525,30.44412,55.81422,17228200.66,8269536.316,15160816.58,25,80,6.5,1200,2,18
44,2012,1,Andhra Pradesh,Srikakulam,maize,20810,4868.78,131.45706,58.42536,82.76926,2735621.419,1215831.742,1722428.301,22,70,6,800,2.5,20
44,2012,1,Andhra Pradesh,Srikakulam,chickpea,140,1724.14,31.03452,17.2414,31.03452,4344.8328,2413.796,4344.8328,20,60,6.5,600,1.5,16
44,2012,1,Andhra Pradesh,Srikakulam,cotton,17280,475.12,12.82824,5.70144,12.82824,221671.9872,98520.8832,221671.9872,28,65,6,700,3,22
44,2013,1,Andhra Pradesh,Srikakulam,rice,261530,1914.64,47.866,22.97568,42.12208,12518394.98,6008829.59,11016187.58,25,80,6.5,1200,2,18
44,2013,1,Andhra Pradesh,Srikakulam,maize,25070,4732.4,127.7748,56.7888,80.4508,3203314.236,1423695.216,2016901.556,22,70,6,800,2.5,20
44,2013,1,Andhra Pradesh,Srikakulam,chickpea,260,1905.66,34.30188,19.0566,34.30188,8918.4888,4954.716,8918.4888,20,60,6.5,600,1.5,16
44,2013,1,Andhra Pradesh,Srikakulam,cotton,17500,434,11.718,5.208,11.718,205065,91140,205065,28,65,6,700,3,22
44,2014,1,Andhra Pradesh,Srikakulam,rice,272510,2251.58,56.2895,27.01896,49.53476,15339451.65,7362936.79,13498717.45,25,80,6.5,1200,2,18
44,2014,1,Andhra Pradesh,Srikakulam,maize,30350,5324.49,143.76123,63.89388,90.51633,4363153.331,1939179.258,2747170.616,22,70,6,800,2.5,20
44,2014,1,Andhra Pradesh,Srikakulam,chickpea,120,1913.04,34.43472,19.1304,34.43472,4132.1664,2295.648,4132.1664,20,60,6.5,600,1.5,16
44,2014,1,Andhra Pradesh,Srikakulam,cotton,17410,628.09,16.95843,7.53708,16.95843,295246.2663,131220.5628,295246.2663,28,65,6,700,3,22
44,2015,1,Andhra Pradesh,Srikakulam,rice,270130,2459.96,61.499,29.51952,54.11912,16612724.87,7974107.938,14619197.89,25,80,6.5,1200,2,18
44,2015,1,Andhra Pradesh,Srikakulam,maize,33400,5011.98,135.32346,60.14376,85.20366,4519803.564,2008801.584,2845802.244,22,70,6,800,2.5,20
44,2015,1,Andhra Pradesh,Srikakulam,chickpea,60,1916.67,34.50006,19.1667,34.50006,2070.0036,1150.002,2070.0036,20,60,6.5,600,1.5,16
44,2015,1,Andhra Pradesh,Srikakulam,cotton,16680,482.31,13.02237,5.78772,13.02237,217213.1316,96539.1696,217213.1316,28,65,6,700,3,22
44,2016,1,Andhra Pradesh,Srikakulam,rice,268400,2987.93,74.69825,35.85516,65.73446,20049010.3,9623524.944,17643129.06,25,80,6.5,1200,2,18
44,2016,1,Andhra Pradesh,Srikakulam,maize,34560,4962.61,133.99047,59.55132,84.36437,4630710.643,2058093.619,2915632.627,22,70,6,800,2.5,20
44,2016,1,Andhra Pradesh,Srikakulam,chickpea,60,1507.69,27.13842,15.0769,27.13842,1628.3052,904.614,1628.3052,20,60,6.5,600,1.5,16
44,2016,1,Andhra Pradesh,Srikakulam,cotton,14470,494.02,13.33854,5.92824,13.33854,193008.6738,85781.6328,193008.6738,28,65,6,700,3,22
44,2017,1,Andhra Pradesh,Srikakulam,rice,279150,2635.76,65.894,31.62912,57.98672,18394310.1,8829268.848,16186992.89,25,80,6.5,1200,2,18
44,2017,1,Andhra Pradesh,Srikakulam,maize,51910,5384.09,145.37043,64.60908,91.52953,7546179.021,3353857.343,4751297.902,22,70,6,800,2.5,20
44,2017,1,Andhra Pradesh,Srikakulam,chickpea,60,1428.57,25.71426,14.2857,25.71426,1542.8556,857.142,1542.8556,20,60,6.5,600,1.5,16
44,2017,1,Andhra Pradesh,Srikakulam,cotton,14290,556.2,15.0174,6.6744,15.0174,214598.646,95377.176,214598.646,28,65,6,700,3,22
45,1966,1,Andhra Pradesh,Visakhapatnam,rice,152000,598.68,14.967,7.18416,13.17096,2274984,1091992.32,2001985.92,25,80,6.5,1200,2,18
45,1966,1,Andhra Pradesh,Visakhapatnam,maize,2000,500,13.5,6,8.5,27000,12000,17000,22,70,6,800,2.5,20
45,1966,1,Andhra Pradesh,Visakhapatnam,chickpea,500,200,3.6,2,3.6,1800,1000,1800,20,60,6.5,600,1.5,16
45,1967,1,Andhra Pradesh,Visakhapatnam,rice,157000,414.01,10.35025,4.96812,9.10822,1624989.25,779994.84,1429990.54,25,80,6.5,1200,2,18
45,1967,1,Andhra Pradesh,Visakhapatnam,maize,2000,1000,27,12,17,54000,24000,34000,22,70,6,800,2.5,20
45,1967,1,Andhra Pradesh,Visakhapatnam,chickpea,300,333.33,5.99994,3.3333,5.99994,1799.982,999.99,1799.982,20,60,6.5,600,1.5,16
45,1968,1,Andhra Pradesh,Visakhapatnam,rice,123900,718.32,17.958,8.61984,15.80304,2224996.2,1067998.176,1957996.656,25,80,6.5,1200,2,18
45,1968,1,Andhra Pradesh,Visakhapatnam,maize,2100,952.38,25.71426,11.42856,16.19046,53999.946,23999.976,33999.966,22,70,6,800,2.5,20
45,1968,1,Andhra Pradesh,Visakhapatnam,chickpea,200,500,9,5,9,1800,1000,1800,20,60,6.5,600,1.5,16
45,1969,1,Andhra Pradesh,Visakhapatnam,rice,164700,990.89,24.77225,11.89068,21.79958,4079989.575,1958394.996,3590390.826,25,80,6.5,1200,2,18
45,1969,1,Andhra Pradesh,Visakhapatnam,maize,2900,1275.86,34.44822,15.31032,21.68962,99899.838,44399.928,62899.898,22,70,6,800,2.5,20
45,1969,1,Andhra Pradesh,Visakhapatnam,chickpea,200,500,9,5,9,1800,1000,1800,20,60,6.5,600,1.5,16
45,1970,1,Andhra Pradesh,Visakhapatnam,rice,171800,1174.62,29.3655,14.09544,25.84164,5044992.9,2421596.592,4439593.752,25,80,6.5,1200,2,18
45,1970,1,Andhra Pradesh,Visakhapatnam,maize,2400,1250,33.75,15,21.25,81000,36000,51000,22,70,6,800,2.5,20
45,1970,1,Andhra Pradesh,Visakhapatnam,chickpea,200,500,9,5,9,1800,1000,1800,20,60,6.5,600,1.5,16
45,1971,1,Andhra Pradesh,Visakhapatnam,rice,169700,1401.3,35.0325,16.8156,30.8286,5945015.25,2853607.32,5231613.42,25,80,6.5,1200,2,18
45,1971,1,Andhra Pradesh,Visakhapatnam,maize,2600,1000,27,12,17,70200,31200,44200,22,70,6,800,2.5,20
45,1971,1,Andhra Pradesh,Visakhapatnam,chickpea,300,333.33,5.99994,3.3333,5.99994,1799.982,999.99,1799.982,20,60,6.5,600,1.5,16
